,,,,,Product List,,,,,,,,
2468,,,asf wall shower solo,,,,1,,5800,,,9800,
2469,,,asf wall shower rose,,,,1,,6305,,,10500,
2470,,,lota (L),,,,1,,150,,,250,
2471,,,asf sink mixer super,,,,1,,3450,,,6500,
2472,,,glass sucker 3pcs.,,,,1,,1100,,,1500,
2473,,,"scotch tape 1"" 30yrd",,,,1,,65,,,150,
2474,,,"scotch tape 1"" 50yrd",,,,1,,110,,,250,
2475,,,"scotch tape 1"" 80yrd",,,,1,,175,,,350,
2476,,,"scotch tape 2"" 30yrd",,,,1,,85,,,250,
2477,,,"scotch tape 2"" 50yrd",,,,1,,140,,,300,
2478,,,"scotch tape 2"" 80yrd",,,,1,,235,,,450,
2479,,,"scotch tape 2"" 200yrd",,,,1,,680,,,950,
2480,,,cc,,,,1,,0,,,0,
2481,,,fridge bulb special,,,,1,,200,,,450,
2482,,,faco toilet shower ECHO,,,,1,,1092,,,1500,
2483,,,faco toilet shower BOLD,,,,1,,1248,,,2000,
2484,,,faco toilet shower AQUA,,,,1,,1305,,,2000,
2485,,,faco toilet shower EROS,,,,1,,1440,,,2200,
2486,,,faco toilet shower VIGO,,,,1,,1515,,,2300,
2487,,,emergency light 392 torch,,,,1,,1400,,,1800,
2488,,,cc,,,,1,,0,,,0,
2489,,,cc,,,,1,,0,,,0,
2490,,,"dabi screw 1""x 8",,,,1,,127,,,200,
2491,,,cc,,,,1,,0,,,0,
2492,,,"inox disc ss 4""mm smt",,,,1,,44,,,80,
2493,,,emergency light 7931,,,,1,,700,,,1000,
2494,,,cc,,,,1,,0,,,0,
2495,,,emergency light 2,,,,1,,400,,,600,
2496,,,cc,,,,1,,0,,,0,
2626,,,"wheel 1-1/2"" red (4pcs.set) H",,,,1,,450,,,850,
2627,,,"wheel 2"" red (4pcs.set) H",,,,1,,480,,,1200,
2628,,,parda elbow+tee,,,,1,,150,,,250,
2629,,,mirror clip round cp,,,,1,,150,,,250,
2630,,,wood polish 1ltr.,,,,1,,650,,,900,
2631,,,"shisha bracket 8""",,,,1,,192,,,250,
2632,,,"shisha bracket 10""",,,,1,,240,,,340,
2633,,,"shisha bracket 12""",,,,1,,290,,,390,
2634,,,"hood pipe 5m 4""",,,,1,,1200,,,1500,
2635,,,"wheel 1-1/2"" red red (4pcs.set) N",,,,1,,0,,,0,
2636,,,"wheel 2"" red red (4pcs.set) N",,,,1,,350,,,500,
2637,,,cc,,,,1,,0,,,0,
2638,,,cc,,,,1,,0,,,0,
2639,,,shoe jpi 3 pin power,,,,1,,215,,,300,
2640,,,cc,,,,1,,0,,,0,
2641,,,cc,,,,1,,0,,,0,
2642,,,cc,,,,1,,0,,,0,
2643,,,cc,,,,1,,0,,,0,
2644,,,aluminium lader (m),,,,1,,510,,,900,
2645,,,visi pp,,,,1,,466,,,700,
2646,,,cc,,,,1,,0,,,0,
2647,,,cc,,,,1,,0,,,0,
2648,,,uniqe taj push porta,,,,1,,112.5,,,350,
2649,,,garden hand shower ,,,,1,,320,,,600,
2650,,,phenyl 2.9ltr,,,,1,,180,,,350,
2651,,,visi 4+2,,,,1,,540,,,750,
2652,,,visi 6+2,,,,1,,645,,,860,
2653,,,visi 8+2,,,,1,,741,,,980,
2654,,,visi tv,,,,1,,302,,,550,
2655,,,visi main switch,,,,1,,625,,,900,
2656,,,visi fan dimer,,,,1,,206,,,350,
2657,,,pad lock 32mm white,,,,1,,184,,,450,
2658,,,pad lock 38mm white,,,,1,,225,,,500,
2755,,,handle brass (m),,,,1,,1000,,,1800,
2756,,,handle brass (L),,,,1,,1250,,,2200,
2757,,,hooter alarm,,,,1,,1200,,,1800,
2758,,,warning light,,,,1,,1400,,,2000,
2759,,,khich hook u bolt,,,,1,,80,,,200,
2760,,,hot pipe single 4feet,,,,1,,290,,,600,
2761,,,hand troly tube,,,,1,,330,,,480,
2762,,,zanjeer dog,,,,1,,260,,,450,
2763,,,plastic sheet white / kg,,,,1,,680,,,1050,
2764,,,"inox disc ss 5""mm smt",,,,1,,75,,,120,
2765,,,itc smd 7w,,,,1,,170,,,250,
2766,,,bulb 0w special,,,,1,,55,,,100,
2767,,,solution 500ml accufit,,,,1,,527,,,800,
2768,,,khich hook small,,,,1,,160,,,250,
2769,,,khich hook big,,,,1,,260,,,350,
2770,,,hand troly axel,,,,1,,135,,,250,
2771,,,RAQY thimble grease,,,,1,,450,,,1200,
2772,,,"comode handle 12""",,,,1,,380,,,750,
2773,,,RAQY thimble underground,,,,1,,750,,,1500,
2774,,,"RAQY float valve 3/4"" long",,,,1,,650,,,1600,
2775,,,"RAQY float valve 1"" long",,,,1,,1000,,,2000,
2776,,,picker,,,,1,,100,,,150,
2777,,,geyser bush,,,,1,,130,,,220,
2778,,,mouse trap steel,,,,1,,117,,,250,
2779,,,cc,,,,1,,0,,,0,
2780,,,plastic sheet color mtr.,,,,1,,60,,,100,
2781,,,emulsion Qtr.,,,,1,,180,,,450,
2782,,,breacker 100amp (LS 3pole),,,,1,,3500,,,7000,
2783,,,"super master 24""x24"" (steel)",,,,1,,4480,,,6500,
2784,,,nails daba 1kg,,,,1,,390,,,500,
2785,,,"draz chanel 10""",,,,1,,310,,,450,
2786,,,"draz chanel 12""",,,,1,,342,,,500,
2819,,,schneder breaker 32amp ,,,,1,,400,,,700,
2820,,,hand trolly (H),,,,1,,8060,,,10500,
2821,,,hand trolly (m),,,,1,,7210,,,9500,
2822,,,kasi mukamal (m),,,,1,,600,,,850,
2823,,,kasi mukamal (L),,,,1,,650,,,900,
2824,,,zeco moon light 18w adj.,,,,1,,440,,,650,
2825,,,zeco moon light 24w adj.,,,,1,,700,,,900,
2826,,,"HA ceiling exaust 10""",,,,1,,2700,,,4500,
2827,,,shisha qalam (HEAVY),,,,1,,600,,,800,
2828,,,extention 903 china,,,,1,,1080,,,1600,
2829,,,extention 904 china,,,,1,,1200,,,1700,
2830,,,"grinder 4""",,,,1,,3900,,,4900,
2831,,,"drill warma 22 mm (hilti) 12""",,,,1,,500,,,800,
2832,,,"drill warma 25 mm (hilti) 12""",,,,1,,550,,,900,
2833,,,"hinges 1-1/2""+2""",,,,1,,6,,,20,
2834,,,cc,,,,1,,0,,,0,
2835,,,jp shisha exaust fan,,,,1,,2422,,,3000,
2836,,,"drill machine 3/8"" china",,,,1,,3300,,,4500,
2837,,,lismart smd 7w 3line,,,,1,,180,,,250,
2838,,,kila light,,,,1,,770,,,1150,
2839,,,wiper steel (m),,,,1,,280,,,450,
2840,,,"gas nozle 1/4"" china",,,,1,,60,,,150,
2841,,,"juiblee clamp 1"" chitki",,,,1,,17,,,40,
2842,,,imersion rod china,,,,1,,350,,,600,
2843,,,star smd 7w delux,,,,1,,180,,,250,
2844,,,star smd 7w supreme,,,,1,,220,,,300,
2845,,,star smd 12w supreme,,,,1,,320,,,400,
2846,,,star cob 5w,,,,1,,190,,,300,
2847,,,osso fan dimer flair,,,,1,,150,,,250,
2848,,,osso main switch flair,,,,1,,497,,,700,
2849,,,glint B-clean,,,,1,,250,,,400,
1951,,,smt warma 10mm x 160,,,,1,,285,,,350,
1952,,,smt warma 12mm x 160,,,,1,,325,,,400,
1953,,,smt warma 13mm x 160,,,,1,,430,,,500,
1954,,,smt warma 14mm x 160,,,,1,,455,,,550,
1955,,,"smt warma 25mm x 14""",,,,1,,1540,,,1750,
1956,,,paramount 12w adj.,,,,1,,240,,,350,
1957,,,"packing tape 2""(100yrd.)",,,,1,,300,,,600,
1958,,,"packing tape 2"" (150yrd.)",,,,1,,410,,,750,
1959,,,randa,,,,1,,850,,,1800,
1960,,,binding wire,,,,1,,600,,,600,
1961,,,"tanki bush 1""x 3/4"" brass",,,,1,,200,,,350,
1962,,,"TFE float valve 1""",,,,1,,1056,,,1500,
1963,,,"TFE float valve 3/4""",,,,1,,939,,,1400,
1964,,,smt core bit 60mm + adopter,,,,1,,2130,,,2500,
1965,,,jp fan invertor (lahore),,,,1,,10306,,,12500,
1966,,,jp fan invertor (grace),,,,1,,9616,,,11500,
1967,,,iil union 32mm,,,,1,,166,,,250,
1968,,,dori sootar (big),,,,1,,207,,,450,
1969,,,kitchen cleaner,,,,1,,475,,,750,
1970,,,window  mesh,,,,1,,400,,,750,
1971,,,opk 2 pin shoe (M),,,,1,,66.666,,,150,
1972,,,opk 2 pin shoe (H),,,,1,,100,,,200,
1973,,,aluminium handle,,,,1,,250,,,300,
1974,,,cc,,,,1,,0,,,0,
1975,,,camelion extention 114,,,,1,,2600,,,3100,
1976,,,camelion extention 148,,,,1,,3400,,,4000,
1977,,,camelion extention 161,,,,1,,3100,,,3700,
1978,,,camelion extention 168,,,,1,,3500,,,4200,
1979,,,camelion extention 241,,,,1,,4800,,,5500,
1980,,,leo star extention 747,,,,1,,2100,,,2600,
1981,,,cc,,,,1,,0,,,0,
1982,,,cc,,,,1,,0,,,0,
1983,,,cc,,,,1,,0,,,0,
1984,,,cc,,,,1,,0,,,0,
1985,,,cc,,,,1,,0,,,0,
1986,,,cc,,,,1,,0,,,0,
2497,,,emergency bulb 2cell,,,,1,,730,,,1000,
2498,,,paint rular handle,,,,1,,70,,,150,
2499,,,paint ruler slip,,,,1,,37.5,,,80,
2500,,,hot air gun,,,,1,,2400,,,3000,
2501,,,cc,,,,1,,0,,,0,
2502,,,cc,,,,1,,0,,,0,
2503,,,"holder flexible 6""",,,,1,,200,,,300,
2504,,,"holder flexible 12""",,,,1,,230,,,350,
2505,,,"holder flexible 16""",,,,1,,280,,,480,
2506,,,naflo jet shower shaheen,,,,1,,270,,,750,
2507,,,"naflo plastic pipe 18""",,,,1,,420,,,600,
2508,,,7 cf  polish,,,,1,,360,,,550,
2509,,,extention 3way,,,,1,,1100,,,1600,
2510,,,extention 4way GR-544,,,,1,,1200,,,2250,
2511,,,extention 5way Gr-547,,,,1,,1200,,,2500,
2512,,,extention 5way GR-565,,,,1,,1450,,,2800,
2513,,,knob stove plastic (M),,,,1,,30,,,100,
2514,,,"non return valve 1""APEX",,,,1,,1285,,,2500,
2515,,,thimble 3/29,,,,1,,6,,,15,
2516,,,thimble 7/36,,,,1,,10,,,20,
2517,,,thimble 7/44,,,,1,,15,,,30,
2518,,,"flower cutter 9""",,,,1,,350,,,600,
2519,,,"binding tape 2"" (5 yrd.)",,,,1,,105,,,280,
2520,,,xl 1+1,,,,1,,278,,,390,
2521,,,xl 2+1,,,,1,,333,,,480,
2522,,,xl 2way,,,,1,,293,,,390,
2523,,,xl 2+2,,,,1,,364,,,490,
2524,,,xl 3+1,,,,1,,364,,,490,
2525,,,xl 4+2,,,,1,,556,,,680,
2526,,,xl 5+1,,,,1,,556,,,690,
2527,,,xl 6+2,,,,1,,583,,,750,
2528,,,xl 7+1,,,,1,,583,,,750,
2529,,,xl 8+2,,,,1,,598,,,760,
2659,,,fan par loha,,,,1,,600,,,800,
2660,,,garden fawara small,,,,1,,350,,,500,
2661,,,mouse cage pinjra,,,,1,,275,,,380,
2662,,,"dabi screw 3/4""x 8",,,,1,,116,,,200,
2663,,,shower u bend bay neck (H),,,,1,,450,,,950,
2664,,,cemetex Qtr. (875ml),,,,1,,850,,,1050,
2665,,,"fan dimer universal 3""x3""",,,,1,,385,,,650,
2666,,,smt ppr cutter,,,,1,,830,,,1200,
2667,,,cc,,,,1,,0,,,0,
2668,,,multi shoe universal ,,,,1,,133.333,,,200,
2669,,,cc,,,,1,,0,,,0,
2670,,,cc,,,,1,,0,,,0,
2671,,,"pvc pipe 3"" B-class",,,,1,,1634.58,,,1900,
2672,,,"pvc pipe 4"" B-class",,,,1,,3696,,,4200,
2673,,,"pvc pipe 5"" B-class",,,,1,,3271.86,,,3900,
2674,,,"pvc pipe 6"" B-class",,,,1,,4248.72,,,4900,
2675,,,itc bulb 12w,,,,1,,130,,,250,
2676,,,aa,,,,1,,0,,,0,
2677,,,"man hole degi 9"" ICIE",,,,1,,900,,,1400,
2678,,,"tee arm 18""",,,,1,,890,,,1500,
2679,,,keef (m),,,,1,,60,,,120,
2680,,,keef (L),,,,1,,70,,,150,
2681,,,machine oil bottle,,,,1,,35,,,100,
2682,,,master toilet shower cp,,,,1,,180,,,500,
2683,,,nut bolt kg,,,,1,,450,,,700,
2684,,,hanger kili botiqe,,,,1,,285,,,480,
2685,,,farshi gram,,,,1,,220,,,350,
2686,,,tool bag (XL) 4,,,,1,,550,,,550,
2687,,,double tape tranparent,,,,1,,200,,,350,
2688,,,ferry light bulb,,,,1,,900,,,1200,
2689,,,l key set ,,,,1,,430,,,650,
2690,,,wall shower rod 4' (N),,,,1,,350,,,1000,
2787,,,"draz chanel 14""",,,,1,,399,,,550,
2788,,,"draz chanel 16""",,,,1,,456,,,600,
2789,,,"draz chanel 18""",,,,1,,594,,,750,
2790,,,"draz chanel 20""",,,,1,,660,,,800,
2791,,,naflo tee cock (crome),,,,1,,470,,,650,
2792,,,cc,,,,1,,0,,,0,
2793,,,daba steel nails (china),,,,1,,317.5,,,450,
2794,,,"nails 2-1/2"" x12",,,,1,,350,,,400,
2795,,,lcd bracket LG,,,,1,,650,,,1000,
2796,,,capsule light box,,,,1,,70,,,350,
2797,,,cc,,,,1,,0,,,0,
2798,,,naka shuter,,,,1,,400,,,550,
2799,,,belt auto machine,,,,1,,180,,,300,
2800,,,lota (M),,,,1,,84,,,250,
2801,,,km extention,,,,1,,450,,,700,
2802,,,km extention big,,,,1,,850,,,1200,
2803,,,"cup brush 3""",,,,1,,300,,,450,
2804,,,"cup brush 4""",,,,1,,350,,,500,
2805,,,dispensor stand,,,,1,,250,,,350,
2806,,,"jp exaust 12"" plastic",,,,1,,4173,,,5500,
2807,,,"jp exaust 8"" metal",,,,1,,3105,,,4400,
2808,,,"jp exaust 10"" metal",,,,1,,3432,,,4500,
2809,,,"jp exaust 12"" metal",,,,1,,3756,,,4900,
2810,,,"jp exaust 18"" metal",,,,1,,6441,,,13000,
2811,,,"jp exaust 24"" metal",,,,1,,9700,,,16500,
2812,,,dranti,,,,1,,160,,,300,
2813,,,parda latoo (M),,,,1,,100,,,180,
2814,,,miraj termite galon,,,,1,,10000,,,15500,
2815,,,"baitun elbow 3/4""",,,,1,,6.5,,,15,
2816,,,"baitun elbow1""",,,,1,,9.75,,,20,
2817,,,wire lock normal,,,,1,,320,,,500,
2818,,,meter box (m),,,,1,,1600,,,2200,
2850,,,sea star admix 300ml,,,,1,,130,,,220,
2851,,,breacker 100amp (LS 4pole),,,,1,,3500,,,6500,
2852,,,"jet shower 6"" ss china",,,,1,,1650,,,2500,
2853,,,sova bulb 5w,,,,1,,100,,,150,
2854,,,osso multi light double flair,,,,1,,547,,,900,
2855,,,exelent smd 7w,,,,1,,350,,,390,
2856,,,lcd bracket adj. small,,,,1,,350,,,500,
2857,,,"upvc tee 3/4""",,,,1,,24.5,,,40,
2858,,,"upvc tee 1""",,,,1,,36,,,50,
2859,,,"upvc tee 1-1/2""",,,,1,,75,,,120,
2860,,,lcd bracket adj. big,,,,1,,1550,,,2500,
2861,,,lcd bracket adj. medium,,,,1,,850,,,1500,
2862,,,"grinder 4"" dewalt",,,,1,,5000,,,6000,
2863,,,"die gutka 1/2"" fix",,,,1,,1050,,,1600,
2864,,,"upvc socket 1""",,,,1,,20.5,,,30,
2865,,,"upvc elbow 1""",,,,1,,27.56,,,40,
2866,,,"die gutka 3/4"" fix",,,,1,,1100,,,1700,
2867,,,"dabi screw 1-1/4""x 8",,,,1,,180,,,250,
2868,,,"dabi screw 3""x 6",,,,1,,400,,,700,
2869,,,cc,,,,1,,0,,,0,
2870,,,exelent multi plug 787,,,,1,,112,,,200,
2871,,,exelent mobile multi 919,,,,1,,69.5,,,150,
2872,,,kavia wire big,,,,1,,250,,,350,
2873,,,factor track light 10w,,,,1,,1155,,,1500,
2874,,,cc,,,,1,,0,,,0,
2875,,,insect powder DDT ,,,,1,,90,,,150,
2876,,,bull extention (GN-1050) 3m ,,,,1,,1950,,,3000,
2877,,,"regmar pad welcro 4""",,,,1,,80,,,130,
2878,,,"regmar pad welcro 5""",,,,1,,100,,,150,
2879,,,"regmar pad welcro 7""",,,,1,,150,,,200,
2880,,,"regmar disc welcro 4""",,,,1,,10,,,20,
2881,,,"regmar disc welcro 5""",,,,1,,14,,,30,
2977,,,hand shower china (black),,,,1,,1200,,,2500,
2978,,,"drill machine kili 4""",,,,1,,130,,,200,
2979,,,"drill machine kili 5""",,,,1,,160,,,250,
2980,,,plug pana set,,,,1,,950,,,1300,
2981,,,driver mobile set,,,,1,,350,,,600,
2982,,,"grinder nut 4"" steel",,,,1,,120,,,200,
2983,,,grinder buff,,,,1,,95,,,150,
2984,,,zeco moon light 15w adj.,,,,1,,420,,,600,
2985,,,"tower bolt 2""",,,,1,,29,,,50,
2986,,,"par warma 1""",,,,1,,120,,,180,
2987,,,MT pad lock 70mm,,,,1,,1130.5,,,1500,
2988,,,"drill warma 12mm (hilti) 24""",,,,1,,400,,,600,
2989,,,"jali exaust 12"" plastic",,,,1,,200,,,300,
2990,,,cp cleaner,,,,1,,250,,,500,
2991,,,toilet shower steel knox,,,,1,,450,,,1000,
2992,,,iron germany 400w,,,,1,,3900,,,4900,
2993,,,smd panel 12w SHA,,,,1,,600,,,750,
2994,,,"self screw 1"" loose",,,,1,,32,,,60,
2995,,,zeco bulb 12w,,,,1,,120,,,200,
2996,,,ro filter valve,,,,1,,225,,,280,
2997,,,ro filter tee,,,,1,,100,,,150,
2998,,,ro filter pipe ,,,,1,,28,,,60,
2999,,,ro filter elbow,,,,1,,90,,,130,
3000,,,"ro filter reducer 1/2""x1/4""",,,,1,,200,,,250,
3001,,,dawn seat cover ICL,,,,1,,760,,,1350,
3002,,,btm paper holder,,,,1,,495,,,900,
3003,,,btm soap dish,,,,1,,474,,,950,
3004,,,btm brush holder,,,,1,,474,,,850,
3005,,,comode nut ,,,,1,,50,,,150,
3006,,,cooker safety valve,,,,1,,135,,,350,
3007,,,pipe joint union,,,,1,,225,,,390,
3008,,,zeco bulb 20w,,,,1,,260,,,400,
3073,,,elec. cattle kenwood plus,,,,1,,1350,,,2500,
3074,,,elec. cattle panasonic,,,,1,,2100,,,3000,
3075,,,elec. cattle philips,,,,1,,2300,,,3500,
3076,,,porta comode,,,,1,,12000,,,60000,
3077,,,goat fan,,,,1,,20,,,50,
3078,,,night glow smd moon light 12w ,,,,1,,250,,,350,
3079,,,itc smd 12w,,,,1,,240,,,350,
3080,,,handle patri,,,,1,,80,,,120,
3081,,,schneider breaker changeover 63amp 2pole,,,,1,,1250,,,2500,
3082,,,varnier caliper,,,,1,,750,,,1100,
3083,,,sensor auto,,,,1,,700,,,1200,
3084,,,door bell exelent ,,,,1,,715,,,1000,
3085,,,floor waste push,,,,1,,650,,,850,
3086,,,"plug steel 1/2"" ",,,,1,,13.5,,,50,
3087,,,"warma 1/8"" HSS",,,,1,,20,,,60,
3088,,,multi shoe (L),,,,1,,260,,,350,
3089,,,multi shoe 2 pin to power,,,,1,,160,,,250,
3090,,,imersion rod F-8 (orignal),,,,1,,580,,,950,
3091,,,"warma 5/32"" HSS",,,,1,,26,,,80,
3092,,,"warma 3/16"" HSS",,,,1,,40,,,100,
3093,,,"warma 13/64"" HSS",,,,1,,48,,,120,
3094,,,"warma 15/64"" HSS",,,,1,,56,,,140,
3095,,,"warma 9/32"" HSS",,,,1,,78,,,150,
3096,,,"warma 1/2"" HSS",,,,1,,235,,,350,
3097,,,imersion rod millat+f-8,,,,1,,480,,,750,
3098,,,jali shutter steel,,,,1,,1350,,,1800,
3099,,,uniqe saifan universal (white),,,,1,,480,,,1000,
3100,,,angethi heater (L),,,,1,,660,,,1200,
3101,,,zahid tee cock flower,,,,1,,700,,,1350,
3102,,,bull voltage protector,,,,1,,350,,,750,
1987,,,"stretch sheet wraping 4""",,,,1,,275,,,370,
1988,,,"stretch sheet wraping 6""",,,,1,,330,,,470,
1989,,,"stretch sheet wraping 12""",,,,1,,490,,,650,
1990,,,"stretch sheet wraping 20"" 1 kg",,,,1,,530,,,1000,
1991,,,"stretch sheet wraping 20"" 1.5 kg",,,,1,,1000,,,1600,
1992,,,"stretch sheet wraping 20"" 2 kg",,,,1,,1450,,,2250,
1993,,,"stretch sheet wraping 20"" 2.5 kg",,,,1,,1950,,,2950,
1994,,,cc,,,,1,,0,,,0,
1995,,,cc,,,,1,,0,,,0,
1996,,,cc,,,,1,,0,,,0,
1997,,,cc,,,,1,,0,,,0,
1998,,,cc,,,,1,,0,,,0,
1999,,,cc,,,,1,,0,,,0,
2000,,,cc,,,,1,,0,,,0,
2001,,,cc,,,,1,,0,,,0,
2002,,,"man hole 6""(degi ICIE)",,,,1,,550,,,800,
2003,,,"crescent gold exaust fan 8""",,,,1,,2750,,,4300,
2004,,,2 core crystal 70/76,,,,1,,17.5,,,60,
2005,,,belt hook flower+ angoor patta,,,,1,,60,,,150,
2006,,,nawar nylon kg,,,,1,,380,,,550,
2007,,,helmet yellow,,,,1,,300,,,500,
2008,,,"ktz ball valve 3/4"" ss",,,,1,,480,,,900,
2009,,,"kateera 8""",,,,1,,640,,,800,
2010,,,drill warma  (auto machine),,,,1,,60,,,90,
2011,,,board 4p blank,,,,1,,45,,,100,
2012,,,drill cheni ,,,,1,,250,,,350,
2013,,,cc,,,,1,,0,,,0,
2014,,,cc,,,,1,,0,,,0,
2015,,,cc,,,,1,,0,,,0,
2016,,,ac nut bolt + washer,,,,1,,7.2463,,,15,
2017,,,gmsa elfy 20grm,,,,1,,106,,,150,
2018,,,mouse board,,,,1,,65,,,150,
2019,,,uniqe flush tank solo,,,,1,,1500,,,2500,
2020,,,ali akber cockroach powder,,,,1,,30,,,100,
2530,,,xl main switch,,,,1,,572,,,750,
2531,,,xl multi 5 in1,,,,1,,361,,,600,
2532,,,xl pp,,,,1,,369,,,600,
2533,,,xl tv,,,,1,,288,,,390,
2534,,,xl tv+tel,,,,1,,349,,,490,
2535,,,xl BP,,,,1,,324,,,450,
2536,,,xl fan dimer,,,,1,,160,,,300,
2537,,,"paint brush 3""(H)",,,,1,,126,,,300,
2538,,,"paint brush 4""(H)",,,,1,,160,,,350,
2539,,,"paint brush 5""(H)",,,,1,,220,,,400,
2540,,,"paint brush 6""(H)",,,,1,,200,,,400,
2541,,,local multi light plug,,,,1,,216.6666,,,450,
2542,,,"baitun pipe 3/4""",,,,1,,197.6,,,220,
2543,,,"baitun wall dabi 3/4""",,,,1,,34.45,,,60,
2544,,,"baitun wall dab 1""",,,,1,,35.75,,,70,
2545,,,"baitun box 3""x3""",,,,1,,54.6,,,70,
2546,,,"baitun box 3""x6""",,,,1,,78,,,100,
2547,,,baitun light box small,,,,1,,37.05,,,60,
2548,,,baitun light box big,,,,1,,48.1,,,70,
2549,,,"baitun socket 3/4""",,,,1,,9.75,,,15,
2550,,,"baitun pipe 1""",,,,1,,271.7,,,320,
2551,,,baitun fan box,,,,1,,173.55,,,220,
2552,,,"baitun socket 1""",,,,1,,13,,,20,
2553,,,"baitun bend 3/4""",,,,1,,18.2,,,30,
2554,,,"baitun bend 1""",,,,1,,27.3,,,40,
2555,,,baitun jointer,,,,1,,12.35,,,30,
2556,,,btm thimble,,,,1,,300,,,600,
2557,,,btm seat cover hydiolic,,,,1,,1460,,,2500,
2558,,,wiper pvc jumbo,,,,1,,300,,,500,
2559,,,2 pin shoe (M),,,,1,,48.5,,,80,
2560,,,filter plate,,,,1,,200,,,750,
2561,,,zahid bib cock prifit,,,,1,,825,,,1150,
2691,,,presure nozle (N),,,,1,,260,,,400,
2692,,,multi light plug time star,,,,1,,370,,,600,
2693,,,meekal multi light plug double,,,,1,,690,,,1250,
2694,,,shisha warma china,,,,1,,7.5,,,12,
2695,,,"juiblee clamp 5""",,,,1,,65,,,120,
2696,,,ac cover,,,,1,,325,,,500,
2697,,,osso power plug flair,,,,1,,360,,,600,
2698,,,Harpic 250ml,,,,1,,100,,,200,
2699,,,"drill warma 12mm (hilti) 12""",,,,1,,250,,,450,
2700,,,"drill warma 14mm (hilti) 12""",,,,1,,290,,,500,
2701,,,"drill warma 16mm (hilti) 12""",,,,1,,320,,,550,
2702,,,"drill warma 18mm (hilti) 12""",,,,1,,350,,,600,
2703,,,"drill warma 20mm (hilti) 12""",,,,1,,0,,,0,
2704,,,phenyl ball 100grm,,,,1,,60,,,150,
2705,,,bitu coat galon,,,,1,,605,,,850,
2706,,,towel pocha,,,,1,,75,,,150,
2707,,,cable tie 400mm,,,,1,,550,,,750,
2708,,,battery clamp (L),,,,1,,150,,,250,
2709,,,steel nail washer (kg),,,,1,,400,,,550,
2710,,,"check valve 1-1/4""",,,,1,,0,,,0,
2711,,,"upvc union 2""",,,,1,,260,,,300,
2712,,,"upvc valve socket 2""",,,,1,,41.6,,,90,
2713,,,phenyl ball 200grm,,,,1,,100,,,250,
2714,,,"warma 1/8"" gold",,,,1,,75,,,100,
2715,,,"warma 5/32"" gold",,,,1,,75,,,120,
2716,,,dada spray bottle (H),,,,1,,290,,,500,
2717,,,dada coolar,,,,1,,850,,,1500,
2718,,,"warma 1/4"" gold",,,,1,,120,,,160,
2719,,,"open box 6"" shelter",,,,1,,65,,,150,
2720,,,phenyl 1ltr.,,,,1,,100,,,180,
2721,,,open box 6x3 (flat),,,,1,,85,,,150,
2722,,,bottle trap camel steel,,,,1,,920,,,1650,
2882,,,"regmar disc welcro 7""",,,,1,,25,,,40,
2883,,,kriss toilet shower,,,,1,,230,,,550,
2884,,,motor 1 hp,,,,1,,19000,,,22000,
2885,,,osso 1+1 flair,,,,1,,228,,,450,
2886,,,osso 2+1 flair,,,,1,,278,,,480,
2887,,,osso 3+1 & 4G flair,,,,1,,319,,,550,
2888,,,osso 2+2 flair,,,,1,,319,,,580,
2889,,,osso 4+2 flair,,,,1,,511,,,690,
2890,,,osso 5+1 flair,,,,1,,511,,,690,
2891,,,osso 6+2 flair,,,,1,,552,,,750,
2892,,,osso 3g flair,,,,1,,279,,,450,
2893,,,osso 8+2 flair,,,,1,,584,,,850,
2894,,,osso BP (double) flair,,,,1,,266,,,450,
2895,,,osso tv flair,,,,1,,219,,,390,
2896,,,osso 2g flair,,,,1,,228,,,450,
2897,,,osso 1g flair,,,,1,,150,,,350,
2898,,,ppr ball valve union 25mm,,,,1,,1952.38,,,2250,
2899,,,ppr ball valve union 32mm,,,,1,,2362.82,,,2650,
2900,,,timer box,,,,1,,1900,,,4500,
2901,,,sink waste china fitting only,,,,1,,900,,,1500,
2902,,,cc,,,,1,,0,,,0,
2903,,,wondow latch,,,,1,,37,,,80,
2904,,,window wheel (s),,,,1,,17,,,40,
2905,,,window wheel (L),,,,1,,37,,,60,
2906,,,cooker ruber (XL),,,,1,,400,,,900,
2907,,,driver screw hamer,,,,1,,217,,,350,
2908,,,"loose screw 1-1/2""x10 dzn.",,,,1,,34,,,70,
2909,,,"self screw 1/2"" loose",,,,1,,11.875,,,30,
2910,,,"self screw 3/4"" loose",,,,1,,28,,,50,
2911,,,"disc sjl diamond 4""",,,,1,,570,,,800,
2912,,,"disc sjl diamond 5""",,,,1,,700,,,950,
2913,,,"disc sjl diamond 7""",,,,1,,1200,,,1450,
3009,,,chain pipe iran,,,,1,,330,,,700,
3010,,,"warma 3/8"" rex",,,,1,,80,,,160,
3011,,,"warma 5/16"" rex",,,,1,,60,,,120,
3012,,,itc bulb 18w,,,,1,,270,,,400,
3013,,,"crescent gold exaust fan 10""",,,,1,,2900,,,4500,
3014,,,filter 3pcs. set,,,,1,,1000,,,2000,
3015,,,key holder apple,,,,1,,220,,,380,
3016,,,key holder crome pati,,,,1,,150,,,280,
3017,,,push catcher china double,,,,1,,330,,,500,
3018,,,MT soap dispensor ,,,,1,,950,,,2000,
3019,,,waste pipe crome ss,,,,1,,400,,,700,
3020,,,"jet shower 12"" ss china",,,,1,,3400,,,5500,
